2026-08-20 10:47:42+00,Silvetta,9,4,11.31,"POINT(-13770.90 -4233.88)","Windfury Sorceress",10,36.06,"",0,"no destination"
2026-08-20 10:47:49+00,Lival,10,3,7.00,"POINT(-15539.65 6019.35)","Strigid Screecher",8,25.00,"",0,"no destination"
2026-08-20 10:47:54+00,Veresto,10,5,8.00,"POINT(-506.44 -9625.81)","Mangy Wolf",5,67.86,"",0,"gather from |cFFFFFF00|Hentry:1618:|h[Peacebloom]|h|r"
2026-08-20 10:47:55+00,Wilani,10,2,9.27,"POINT(422.31 -5259.71)","Winter Wolf",7,60.93,"",0,"get xp or gold from killing |cFFFFFF00|Hentry:1718:|h[Rockjaw Raider]|h|r"
2026-08-20 10:47:57+00,Harmo,9,4,7.73,"POINT(-12973.34 -6202.74)","Venture Co. Hireling",5,0.00,"",0,"get xp or gold from killing |cFFFFFF00|Hentry:1506:|h[Scarlet Convert]|h|r"
2026-08-20 10:48:00+00,Gideus,9,8,11.65,"POINT(-9179.19 -4611.92)","Warlord Kolkanis",9,100.00,"",0,"fish"
2026-08-20 10:48:02+00,Aminia,10,4,11.00,"POINT(1585.42 -9847.17)","Murloc Lurker",10,24.68,"",0,"no destination"
2026-08-20 10:48:03+00,Jirae,4,3,5.17,"POINT(-14955.03 5893.02)","Gnarlpine Shaman",7,100.00,"",0,"no destination"
2026-08-20 10:48:04+00,Barcel,10,3,10.63,"POINT(-101.60 -9787.45)","Kobold Miner",6,0.00,"",0,"no destination"
2026-08-20 10:48:04+00,Meronius,1,3,9.57,"POINT(-38.14 -9120.66)","Defias Cutpurse",5,88.39,"",0,"get xp or gold from killing |cFFFFFF00|Hentry:38:|h[Defias Thug]|h|r"
2026-08-20 10:48:12+00,Baderett,10,5,8.00,"POINT(-764.20 -9686.91)","Mangy Wolf",5,48.21,"",0,"no destination"
2026-08-20 10:48:16+00,Hohdu,8,3,7.09,"POINT(-9343.59 -3446.66)","Armored Scorpid",7,43.05,"",0,"no destination"
2026-08-20 10:48:21+00,Ridon,9,8,11.10,"POINT(-9814.60 -3902.35)","Dreadmaw Crocolisk",9,73.79,"",0,"no destination"
2026-08-20 10:48:23+00,Hamuel,9,1,9.94,"POINT(-13768.29 -6227.47)","Adult Plainstrider",6,43.18,"",0,"no destination"
